Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Ngõ 28, Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",64.5,4.0,6.0,Nam,Nam,4.0,6.0,4.0,Have certificate,Basic,8.5
"Đường Nguyễn An Ninh, Phường Tương Mai, Hoàng Mai, Hà Nội",50.0,5.0,2.0,,,4.0,5.0,3.0,Have certificate,,7.65
"Đường Trần Đăng Ninh, Phường Quang Trung, Hà Đông, Hà Nội",45.0,4.0,7.0,,,4.0,4.0,4.0,Have certificate,Full,9.5
"Đường Ngô Quyền, Phường La Khê, Hà Đông, Hà Nội",30.0,3.66,,Nam,Nam,5.0,3.0,4.0,,,6.45
"Vinhomes Ocean Park Gia Lâm, Đường 5A, Xã Dương Xá, Gia Lâm, Hà Nội",56.0,6.0,30.0,Tây - Bắc,Tây - Bắc,1.0,1.0,1.0,Have certificate,Basic,7.0
"Đường Kiêu Kỵ, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",45.0,4.2,5.0,,,2.0,,,Have certificate,,3.5
"Phường Ngọc Khánh, Ba Đình, Hà Nội",62.0,10.0,,,,4.0,4.0,3.0,Have certificate,,9.5
"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",57.0,,,,,4.0,4.0,4.0,Have certificate,,8.3
"Số 9 ngách 53 ngõ Cẩm Văn, Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",45.0,6.2,,,,4.0,4.0,,,,7.2
"Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",30.4,4.0,3.0,,,5.0,3.0,4.0,Have certificate,Basic,5.48
"Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",40.0,4.5,3.0,,,3.0,3.0,3.0,Have certificate,Full,6.4
"Xã An Khánh, Hoài Đức, Hà Nội.",36.0,,,,,4.0,3.0,4.0,Have certificate,Full,2.8
"Đường Đê Mới, Xã Phụng Châu, Chương Mỹ, Hà Nội",36.0,,,,,5.0,4.0,4.0,Have certificate,Basic,1.86
"Đường Văn Khê, Phường La Khê, Hà Đông, Hà Nội",95.0,10.0,,,,3.0,5.0,5.0,Have certificate,Full,9.6
"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",42.0,3.6,,,,5.0,,,,Full,9.6
"Phường Long Biên, Long Biên, Hà Nội",60.0,,,,,4.0,,,Have certificate,Full,8.4
"Dự án Hinode Royal Park, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội",100.0,5.0,17.0,Đông - Bắc,,5.0,,,Sale contract,,10.0
"Đường Nguyễn Trãi, Xã Chương Dương, Thường Tín, Hà Nội",70.0,7.0,10.0,,,2.0,2.0,2.0,Have certificate,,1.5
"Ngõ 128, Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",35.0,3.3,5.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,,5.3
"Chung cư Viện 103, Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",32.0,5.0,5.0,Đông,Đông,5.0,4.0,4.0,Have certificate,Full,5.5
"Đường 6, Phường Yên Nghĩa, Hà Đông, Hà Nội",35.0,,,,,4.0,3.0,3.0,Have certificate,Full,1.9
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",33.0,3.3,2.0,Tây - Nam,Tây - Nam,4.0,3.0,3.0,Have certificate,Full,4.2
"Phường Bồ Đề, Long Biên, Hà Nội",55.0,4.0,15.0,,,5.0,6.0,,Have certificate,Basic,8.5
"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",20.0,5.0,,,,4.0,3.0,3.0,Have certificate,,4.8
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",39.0,3.8,15.0,,Nam,5.0,6.0,3.0,Have certificate,Full,8.1
"Dự án Eco Lake View, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",56.0,,,,,,,,Have certificate,,4.9
"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội",35.0,3.4,2.5,Đông - Nam,,5.0,3.0,3.0,Have certificate,Basic,4.05
"Xã Đại Thành, Quốc Oai, Hà Nội",45.0,,,,,3.0,4.0,3.0,Have certificate,Basic,1.95
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",35.0,,,,,5.0,4.0,3.0,Have certificate,Full,2.3
"Đường Liên Xã, Xã Đại Thành, Quốc Oai, Hà Nội",44.0,3.8,,,,3.0,3.0,2.0,Have certificate,Full,2.65
"Phường Đồng Mai, Hà Đông, Hà Nội",35.0,3.3,4.0,,,3.0,3.0,3.0,Have certificate,Basic,2.2
"Xã Cao Viên, Thanh Oai, Hà Nội",30.0,3.7,3.0,,,3.0,3.0,3.0,Have certificate,Basic,1.98
"Phường Dương Nội, Hà Đông, Hà Nội",32.0,,,,,5.0,3.0,4.0,Have certificate,Full,3.8
"7H/15/351, Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",56.0,4.8,3.0,Đông - Nam,Đông - Nam,6.0,4.0,4.0,Have certificate,Basic,5.3
"Đường 32, Phường Minh Khai, Bắc Từ Liêm, Hà Nội.",61.5,4.0,5.0,Tây - Nam,Tây - Nam,3.0,5.0,5.0,Have certificate,Full,7.8
"Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội.",37.0,,,,,4.0,3.0,3.0,Have certificate,Full,5.15
"Xã Ngũ Hiệp, Thanh Trì, Hà Nội",40.0,,,Nam,,,,,,,5.85
"Phường Vạn Phúc, Hà Đông, Hà Nội",36.0,,,,,,,,Have certificate,,7.2
"Đường Nguyễn Lương Bằng, Phường Quang Trung, Đống Đa, Hà Nội",48.2,,,,,7.0,,,Have certificate,Full,9.8
"Phường Yên Nghĩa, Hà Đông, Hà Nội",40.0,5.0,7.0,,,5.0,5.0,4.0,Have certificate,Basic,3.65
"Xã Phụng Châu, Chương Mỹ, Hà Nội",33.0,,,Đông,,,3.0,,Have certificate,,2.13
"Dự án Him Lam Thường Tín, Đường Trần Phú, Thị trấn Thường Tín, Thường Tín, Hà Nội",81.0,,,,,,,,Sale contract,,10.0
"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",33.0,,,Đông - Bắc,Đông - Bắc,5.0,3.0,4.0,Have certificate,Basic,3.8
"Dự án Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội.",98.0,6.0,,,,4.0,5.0,4.0,Have certificate,,8.0
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",37.0,4.0,2.5,,,5.0,5.0,5.0,Have certificate,,6.5
"Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",40.0,5.0,2.0,Đông,Đông,3.0,3.0,2.0,Have certificate,Full,5.33
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",38.0,3.8,6.0,Tây - Bắc,Đông - Nam,5.0,4.0,4.0,Have certificate,,7.5
"Ngõ 49, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",50.0,,,,,3.0,,,Have certificate,Full,6.5
"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",32.0,4.6,,,,5.0,3.0,,,,3.85
"Ngõ 53, Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",38.0,3.5,5.0,,,6.0,3.0,4.0,Have certificate,,4.7
"Xã Phụng Châu, Chương Mỹ, Hà Nội",35.0,,2.8,,,3.0,3.0,3.0,Have certificate,Full,1.85
"Xã Đại Thành, Quốc Oai, Hà Nội",46.0,,3.0,,,3.0,3.0,2.0,Have certificate,Full,2.6
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",32.0,4.2,2.5,Đông - Bắc,,4.0,4.0,3.0,Have certificate,,2.7
"Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội",31.0,3.0,3.0,,,5.0,3.0,4.0,Have certificate,Basic,4.3
"Phố Khâm Thiên, Phường Thổ Quan, Đống Đa, Hà Nội",48.0,,,,,5.0,6.0,,Have certificate,Full,8.5
"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",76.0,6.0,,,,2.0,,,Have certificate,,7.5
"Xã An Khánh, Hoài Đức, Hà Nội",32.0,,,,,5.0,4.0,4.0,Have certificate,Full,3.0
"Tổ 18, Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",21.0,7.0,,Đông - Nam,,5.0,3.0,2.0,Have certificate,Full,4.5
"Đường Ngô Gia Tự, Phường Thượng Thanh, Long Biên, Hà Nội",80.0,4.2,2.5,Đông - Nam,,3.0,3.0,3.0,Have certificate,Full,6.8
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",55.0,4.0,4.5,,,4.0,5.0,4.0,Have certificate,Basic,8.9
"Đường Cốm Vòng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",35.0,4.4,,,,5.0,3.0,3.0,Have certificate,,5.9
"Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",42.0,,,,,,,,Have certificate,,4.3
"Xã Liên Phương, Thường Tín, Hà Nội",26.0,3.0,20.0,Đông - Nam,,4.0,4.0,3.0,Have certificate,,1.1
"Dự án Hà Nội Homeland, Phường Thượng Thanh, Long Biên, Hà Nội",69.0,,,,,,,,Have certificate,,3.8
"Ngách 196/23 ngõ 196, Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",42.0,5.1,,,,2.0,3.0,2.0,Have certificate,Basic,4.25
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",35.0,7.0,,,,4.0,3.0,3.0,Have certificate,,4.2
"Đường Quốc lộ 1A, Xã Liên Ninh, Thanh Trì, Hà Nội",94.0,4.6,,,,,,,Have certificate,,3.8
"Đại Tự, Xã Kim Chung, Hoài Đức, Hà Nội",33.6,,,,,4.0,4.0,4.0,Have certificate,,4.85
"6/188/68 Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",37.0,5.0,,,,6.0,3.0,4.0,Have certificate,Full,6.38
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",58.3,,,,,5.0,,,Have certificate,Full,9.3
"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",50.0,3.5,2.5,,,1.0,3.0,1.0,Have certificate,Full,4.9
"Phố Khâm Thiên, Phường Thổ Quan, Đống Đa, Hà Nội",28.0,3.1,2.0,,,4.0,,,,,4.75
"Đường Nguyễn Trãi, Phường Nguyễn Trãi, Hà Đông, Hà Nội",28.0,,,,,4.0,3.0,2.0,Have certificate,Full,7.5
"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",35.0,5.0,3.0,,,5.0,4.0,5.0,Have certificate,Full,4.55
"Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",63.0,10.0,,,,5.0,4.0,5.0,Have certificate,Full,8.4
"72/1 /138 số 9 Phường Thượng Đình, Thanh Xuân, Hà Nội",40.0,,,,,6.0,,7.0,,,7.35
"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",50.0,,,,,5.0,6.0,5.0,Have certificate,,8.2
"Đường Ngô Quyền, Phường Hà Cầu, Hà Đông, Hà Nội",30.5,3.05,4.0,Đông - Bắc,Đông - Bắc,5.0,3.0,4.0,Have certificate,Full,6.4
"Phố Hoàng Ngọc Phách, Phường Láng Hạ, Đống Đa, Hà Nội",45.0,,,,,,,,,,2.8
"Xã Di Trạch, Hoài Đức, Hà Nội",35.0,,,,,5.0,,,,,3.6
"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",44.0,5.0,3.0,Nam,Đông - Bắc,6.0,5.0,5.0,Have certificate,,8.7
"Phố Lương Định Của, Phường Kim Liên, Đống Đa, Hà Nội",35.0,3.9,2.0,,,5.0,3.0,4.0,Have certificate,Basic,6.3
"Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",27.0,,,,,4.0,3.0,4.0,Have certificate,,6.6
"Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội",30.0,,,,,5.0,6.0,4.0,,,4.25
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",39.0,,,,,4.0,4.0,5.0,Have certificate,Full,4.1
"Số 9 ngõ 72/1/138, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",40.0,3.5,2.0,Đông - Nam,Đông - Nam,6.0,8.0,8.0,Have certificate,Full,6.98
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",70.0,,,,,5.0,6.0,4.0,Have certificate,Basic,4.15
"Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",44.0,4.6,,,,4.0,,,Have certificate,,5.95
"Xã Đại Thành, Quốc Oai, Hà Nội",45.0,,,,,3.0,4.0,3.0,Have certificate,Basic,2.48
"Đường Nguyễn Văn Trác, Phường Yên Nghĩa, Hà Đông, Hà Nội",58.0,4.0,3.0,,,5.0,4.0,4.0,Have certificate,,7.9
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",39.0,,,,,7.0,,,Have certificate,Full,9.7
"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội",61.0,4.0,,,,3.0,3.0,3.0,Have certificate,Full,6.5
"Phố Hàng Mã, Phường Hàng Mã, Hoàn Kiếm, Hà Nội",25.0,4.1,2.0,Đông - Nam,,2.0,2.0,2.0,Have certificate,,3.45
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",52.5,5.0,,,,2.0,2.0,2.0,Have certificate,,5.75
"Đường Bạch Đằng, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",41.6,3.0,,,,5.0,4.0,4.0,Have certificate,Basic,6.3
"Đường 70, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",79.0,5.3,2.5,Đông,Đông,4.0,4.0,6.0,Have certificate,Full,7.0
"Đường Liên Xã, Xã Đại Thành, Quốc Oai, Hà Nội",100.0,,,,,3.0,3.0,3.0,Have certificate,Full,3.55
"Ngõ 71, Đường Tân Ấp, Phường Phúc Xá, Ba Đình, Hà Nội",41.0,,,,,4.0,4.0,5.0,Have certificate,Full,6.75
"Phường Khương Trung, Thanh Xuân, Hà Nội",27.0,2.7,,Tây - Bắc,,5.0,2.0,3.0,Have certificate,Full,5.5
"Dự án HUD Sơn Tây, Phường Quang Trung, Sơn Tây, Hà Nội",75.0,,,,,,,,,,4.3
"Phố Hồng Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",28.0,2.6,,,,4.0,2.0,3.0,Have certificate,,5.0
"Phường Khương Đình, Thanh Xuân, Hà Nội",52.0,,3.5,,,5.0,,,Have certificate,Full,8.0
"Đường Phú Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",35.0,,,,,5.0,4.0,,Have certificate,Basic,5.04
"Đường Cầu Diễn, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",34.0,,,,,5.0,5.0,,Have certificate,Basic,5.25
"Ngõ 6, Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",35.0,4.0,3.0,,,5.0,3.0,4.0,,Full,5.65
"Đường Cầu Diễn, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",45.0,,,,,5.0,5.0,,Have certificate,Basic,9.6
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",44.0,4.0,3.0,,,3.0,6.0,4.0,Have certificate,,6.5
"Đường 442B, Xã Vân Canh, Hoài Đức, Hà Nội",35.0,,,,,5.0,4.0,,Have certificate,Basic,3.95
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",61.0,5.0,,,,3.0,3.0,3.0,Have certificate,,7.8
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",55.0,,,,,5.0,,,Have certificate,,5.9
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",38.0,,,,,4.0,5.0,,Have certificate,Basic,4.5
"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",38.0,,,,,5.0,3.0,4.0,Have certificate,,8.3
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",30.0,,,,,5.0,3.0,,Have certificate,,5.0
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",31.0,,,,,5.0,3.0,3.0,,Basic,2.25
"Phường Mai Dịch, Cầu Giấy, Hà Nội",56.0,,,,,6.0,,,,Full,8.6
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",33.0,,,,,5.0,,,Have certificate,Basic,3.85
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",42.0,4.5,2.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Basic,7.9
"Ngõ 236, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",45.0,4.0,2.5,,,5.0,6.0,4.0,Have certificate,Full,5.5
"Đường Huy Du, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",60.0,5.0,3.0,,,5.0,9.0,9.0,,,10.0
"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội",32.0,4.2,5.0,,,5.0,3.0,4.0,Have certificate,Full,4.4
"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội.",42.0,4.0,2.5,,,5.0,3.0,3.0,Have certificate,,3.4
"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",33.0,,,,,5.0,,,Have certificate,Basic,4.55
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",35.0,4.0,3.0,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,4.6
"Phố Gia Quất, Phường Thượng Thanh, Long Biên, Hà Nội",35.0,4.0,3.0,,,4.0,3.0,3.0,Have certificate,Full,4.65
"Xã Ngũ Hiệp, Thanh Trì, Hà Nội",32.0,,,,,2.0,2.0,,,,2.35
"Đường Ô Cách, Phường Đức Giang, Long Biên, Hà Nội",38.0,5.0,5.0,,,5.0,4.0,4.0,Have certificate,Basic,4.8
"Đường Văn Nội, Phường Phú Lương, Hà Đông, Hà Nội",30.4,,,,,4.0,,,Have certificate,,3.3
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",50.0,,,,,5.0,5.0,5.0,Have certificate,,6.15
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",62.0,,3.0,,,5.0,5.0,6.0,Have certificate,,7.2
"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",55.0,4.0,5.0,,,4.0,4.0,4.0,Have certificate,Full,5.8
"Phố Phan Đăng Lưu, Thị trấn Yên Viên, Gia Lâm, Hà Nội",89.3,,15.0,,,3.0,3.0,2.0,Have certificate,Basic,7.95
"Phố Lệ Mật, Phường Việt Hưng, Long Biên, Hà Nội",48.0,9.0,,,,3.0,3.0,3.0,Have certificate,Basic,6.5
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội.",38.0,,,,,4.0,4.0,3.0,Have certificate,Full,2.2
"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",41.5,,,,,4.0,,,Have certificate,,5.2
"Xã Đại Thành, Quốc Oai, Hà Nội",40.0,,6.0,,,3.0,4.0,3.0,Have certificate,Basic,2.2
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",35.0,,,,,5.0,4.0,3.0,Have certificate,Basic,3.45
"Đường Láng, Phường Láng Hạ, Đống Đa, Hà Nội",20.0,2.8,,,,4.0,2.0,3.0,Have certificate,Full,3.6
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",38.0,,,,,4.0,4.0,3.0,Have certificate,Basic,4.3
"Xã Đại Thành, Quốc Oai, Hà Nội",56.0,,,,,3.0,4.0,3.0,,,2.62
"Ngõ 178, Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",52.0,,,,,3.0,,,,,8.9
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",46.0,,,,,4.0,4.0,3.0,,,6.0
"Đường Cầu Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",40.0,4.5,3.0,,,2.0,2.0,1.0,Have certificate,Basic,4.35
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",38.0,,3.0,,,4.0,4.0,3.0,,,5.9
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",35.0,,3.5,,,5.0,3.0,3.0,Have certificate,Full,5.45
"Ngõ 147, Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",45.0,,2.5,,,5.0,6.0,5.0,Have certificate,Full,9.0
"Đường Quốc lộ 32, Xã Kim Chung, Hoài Đức, Hà Nội",42.0,4.0,6.0,,,5.0,8.0,8.0,Have certificate,Basic,6.0
"Phố Lê Thanh Nghị, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",50.0,,,,,5.0,4.0,4.0,Have certificate,Basic,7.4
"Dự án HUD Me Linh Central, Xã Thanh Lâm, Mê Linh, Hà Nội",170.0,,,,,,,,,,8.0
"Ngõ 640, Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",45.0,6.0,7.0,Tây - Nam,Tây - Bắc,5.0,3.0,3.0,Have certificate,Full,9.3
"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",55.0,,5.0,,,4.0,4.0,4.0,Have certificate,,9.5
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",70.0,3.3,4.0,Tây,Tây,5.0,5.0,4.0,Have certificate,Full,6.85
"Đường Nguyễn Thời Trung, Phường Thạch Bàn, Long Biên, Hà Nội",75.0,4.5,3.0,Tây - Bắc,Tây - Bắc,4.0,4.0,3.0,Have certificate,Full,9.5
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",35.0,3.8,3.0,,,4.0,3.0,4.0,Have certificate,Basic,6.0
"Đường Kim Giang, Phường Kim Giang, Thanh Xuân, Hà Nội",38.0,,,,,4.0,4.0,,Have certificate,Full,5.64
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",40.0,3.5,2.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Basic,5.0
"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",65.0,4.5,3.0,,,4.0,4.0,4.0,Have certificate,,9.3
"Phố Mai Phúc, Phường Phúc Đồng, Long Biên, Hà Nội",43.0,4.0,4.0,Tây - Bắc,Đông - Bắc,6.0,3.0,4.0,Have certificate,Basic,8.25
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",40.0,3.8,2.5,,,5.0,3.0,4.0,Have certificate,Full,5.75
"Ngõ 318, Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",36.0,,,,,,,,Have certificate,Full,5.6
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",35.0,3.5,,,,5.0,3.0,4.0,,,6.2
"Ngõ 68, Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",32.0,,,,,5.0,3.0,,Have certificate,Basic,4.8
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",32.0,4.0,2.0,,,5.0,3.0,4.0,Have certificate,Full,5.45
"Ngõ 68,Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",46.0,,,,,4.0,4.0,,Have certificate,Basic,5.5
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",42.0,4.2,2.7,,,5.0,4.0,4.0,Have certificate,Full,5.8
"Ngõ 54, Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",33.0,4.0,2.5,,,5.0,4.0,4.0,Have certificate,Full,5.2
"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",30.0,,,,,5.0,3.0,4.0,Have certificate,Basic,4.95
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",40.0,3.8,,,,4.0,5.0,3.0,Have certificate,Full,5.2
"Ngõ 105, Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",45.0,4.0,2.5,,,5.0,6.0,4.0,Have certificate,Full,8.0
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",45.0,7.0,,,,5.0,5.0,,Have certificate,,7.1
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",55.0,4.0,2.5,,,4.0,6.0,4.0,Have certificate,,9.4
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",40.0,5.5,2.0,,,6.0,3.0,5.0,Have certificate,,8.8
"Đường Hồ Tùng Mậu, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",38.0,3.5,2.5,,,5.0,4.0,4.0,Have certificate,,6.25
"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",48.0,4.0,,,,4.0,,,Have certificate,Full,6.98
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",35.0,,,,,5.0,4.0,5.0,Have certificate,Full,5.7
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",60.0,,,,,5.0,4.0,5.0,Have certificate,Full,9.4
"Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",43.0,7.0,,Tây - Bắc,,6.0,,,,Full,9.7
"Ngõ 279, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",38.0,,2.4,,,6.0,3.0,5.0,Have certificate,Basic,8.2
"Dự án The Pavilion - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",64.6,5.0,20.0,Đông - Bắc,,1.0,,,,,8.8
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",31.0,6.0,5.0,,,5.0,4.0,4.0,Have certificate,Full,6.9
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",40.0,,,,,4.0,,,Have certificate,,4.6
"Đường Quang Trung, Phường Phú La, Hà Đông, Hà Nội",35.0,3.5,4.0,,,3.0,4.0,2.0,Have certificate,Full,5.9
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",32.0,3.2,4.5,,,5.0,3.0,4.0,Have certificate,Full,5.5
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",44.0,3.8,2.7,,,4.0,4.0,3.0,Have certificate,Full,7.4
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",40.0,,2.0,,,5.0,3.0,4.0,Have certificate,Full,7.5
"Dự án Hà Nội Homeland, Phường Thượng Thanh, Long Biên, Hà Nội",70.0,,,,,1.0,1.0,1.0,,Full,3.7
"Đường Kim Đồng, Phường Tân Mai, Hoàng Mai, Hà Nội",50.0,4.0,4.0,,,4.0,4.0,3.0,Have certificate,,7.9
"Phố Lệ Mật, Phường Việt Hưng, Long Biên, Hà Nội",35.0,7.0,2.0,,,5.0,4.0,4.0,Have certificate,Basic,4.55
